epoch,train_loss,eval_loss,eval_top1,eval_top5,ema_eval_loss,ema_eval_top1,ema_eval_top5
88,3.405096331509677,1.08945078125,75.0220045288086,92.87000546875,0.902075,78.7460046875,94.69800568847656
89,3.471483755111694,1.0881328125,74.79600412597657,92.77800571289062,0.90040625,78.77800510253907,94.77200524902344
90,3.519177514856512,1.09374921875,74.7060044555664,92.85200629882813,0.89847109375,78.81400461425781,94.75600554199218
91,3.4386922099373556,1.07518203125,74.90000440673828,92.94600600585937,0.89712421875,78.86200462646484,94.77200551757812
92,3.3200011123310436,1.154465625,73.98800391845703,92.474005859375,0.89489296875,78.91600458984375,94.8260056640625
93,3.4060587926344437,1.07010703125,74.75200471191407,92.92800617675782,0.8938953125,78.87200432128907,94.85000500488282
94,3.3967647899280893,1.10724375,74.27600399169921,92.6040046875,0.89169921875,78.84000440673829,94.82800510253907
95,3.4366995031183416,1.0630078125,74.7040041748047,92.98800598144531,0.88930546875,78.87800494384766,94.85000551757813
96,3.404774618148804,1.11049140625,74.64800458984375,92.98200583496094,0.8871984375,78.97600471191406,94.85000551757813
97,3.48297626321966,1.08999375,75.00000456542969,93.01800603027344,0.8853078125,79.06000502929687,94.86400568847657
98,3.4665114792910487,1.07059140625,74.92800440673828,93.0320052734375,0.88324296875,79.0400048095703,94.87800541992188
99,3.3654399221593683,1.07337890625,75.20400377197265,92.93600593261719,0.881915625,79.06200546875,94.88800510253907
100,3.4488317619670523,1.06188359375,75.07400433349609,93.00600573730469,0.87985703125,79.10200455322266,94.91000529785157
101,3.334863922812722,1.14569140625,74.34200385742187,92.784005078125,0.878865625,79.16800524902344,94.91200466308594
102,3.322546625137329,1.05951953125,75.06200458984375,93.08200583496094,0.87754140625,79.19000504150391,94.92800463867188
103,3.3190574689344925,1.0404296875,75.124004296875,93.17600598144531,0.87601640625,79.2520046875,94.9200052734375
104,3.3992313038219106,1.0926296875,74.91400404052735,93.03600563964844,0.8750125,79.25200437011719,94.9480053955078
105,3.41007869460366,1.04761796875,75.5340044921875,93.2060056640625,0.87437265625,79.29400480957031,94.96600583496094
106,3.3562576293945314,1.06439765625,75.35600494384765,93.3400057373047,0.8735140625,79.27000501708984,94.98200588378906
107,3.3462537288665772,1.0527515625,75.43000411376953,93.19000598144531,0.87231171875,79.2940047241211,94.97800546875
108,3.4105004570700905,1.02271640625,75.68400450439454,93.39400551757812,0.870421875,79.3860044921875,95.00600578613282
109,3.3903431979092686,1.0522078125,75.41800415039063,93.25800485839844,0.86895546875,79.34400493164063,95.01000505371094
110,3.4115781263871625,1.0603609375,75.41000482177735,93.22200639648437,0.86783515625,79.30200435791015,95.03000529785156
111,3.36379658092152,1.03583359375,75.50200411376953,93.27600541992187,0.86625546875,79.36400469970702,95.04600534667969
112,3.4324698101390494,1.03908046875,75.51600434570312,93.43800539550782,0.8647078125,79.43000477294922,95.06400505371094
113,3.338684173063798,1.02592265625,75.91600469970703,93.41800554199219,0.8623640625,79.50400516357422,95.06600522460937
114,3.4085922241210938,1.01614140625,75.96400434570313,93.37000554199219,0.86079375,79.46400485839844,95.05800534667969
115,3.3454886133020576,1.024871875,76.19400424804688,93.47000573730469,0.85948359375,79.53000471191406,95.12400510253906
116,3.311211295561357,1.01796015625,75.53400434570312,93.40600573730468,0.8579921875,79.4700047241211,95.09000563964844
117,3.345556866038929,1.060775,75.6280041015625,93.34800546875,0.8568375,79.5040041015625,95.07000576171875
118,3.3801737091758035,1.02389140625,76.02000471191407,93.60800600585938,0.8561,79.53600469970704,95.0960052734375
119,3.2987089807336982,1.05478671875,75.27800360107422,93.18000532226563,0.85542734375,79.5680048461914,95.14200546875
120,3.3720928408882833,1.03258125,76.23400400390625,93.61800588378907,0.85496015625,79.52800465087891,95.14000559082031
121,3.3782656626267866,1.04556875,76.0640039428711,93.57800588378906,0.85390078125,79.60000485839844,95.18000571289062
122,3.2674979556690564,1.07194453125,75.77800466308594,93.41400588378906,0.8527296875,79.60200446777344,95.18400563964843
123,3.292139842293479,1.0365703125,76.05600455322265,93.50400573730468,0.8516578125,79.58400512695313,95.20200583496094
124,3.408495955033736,1.01037578125,75.9820041381836,93.55200549316406,0.850809375,79.66200517578125,95.19200556640625
125,3.2987121972170743,1.011571875,76.5240043334961,93.64000493164062,0.84948984375,79.71200419921875,95.20600568847657
126,3.319256171313199,1.0241625,75.71600444335938,93.42200520019531,0.8480359375,79.76400490722656,95.2260055419922
127,3.437824093211781,1.01116484375,76.1500039428711,93.62600622558594,0.846465625,79.82600538330078,95.21000541992187
128,3.284727144241333,1.0638140625,76.00600450439453,93.52000571289062,0.8450125,79.8480048828125,95.28200571289062
129,3.305074860832908,1.04661875,76.0760049194336,93.46400642089844,0.84327578125,79.88200469970702,95.26800617675781
130,3.3400076215917416,0.988940625,76.50600446777344,93.76200573730469,0.8419671875,79.91000533447266,95.25400600585938
131,3.312939570166848,0.9944,76.42600430908203,93.80000495605469,0.84046484375,79.91000522460938,95.27200549316406
132,3.3158061374317516,1.051253125,76.30400408935547,93.72800556640625,0.8389234375,79.97800541992187,95.28400556640625
133,3.250645533475009,1.04171875,76.34200424804688,93.55600524902344,0.8375953125,80.03400494384766,95.29000544433593
134,3.23089768669822,1.006665625,76.69400441894531,93.59600556640625,0.8363140625,80.03200498046876,95.30800588378906
135,3.3038086847825485,1.05184609375,76.42400421142578,93.612005078125,0.83520703125,80.16400490722656,95.30000498046876
136,3.2818307876586914,1.04776328125,76.21200421142578,93.49800520019531,0.8334484375,80.14600452880859,95.33000524902344
137,3.250997070832686,1.03911484375,76.71600426025391,93.90600581054687,0.8327046875,80.114005078125,95.36400529785156
138,3.286106759851629,0.98931015625,76.6680039428711,93.79800549316407,0.83116171875,80.20600461425781,95.38400510253906
139,3.2972953579642557,0.97893515625,76.842004296875,93.93400546875,0.8295,80.23000520019531,95.39800549316406
140,3.183041221445257,1.00755390625,77.0300046142578,94.01400568847656,0.8280703125,80.27600451660156,95.42400549316406
141,3.2311468904668637,1.08696796875,76.32000455322266,93.57000554199219,0.8271296875,80.25000541992188,95.406005078125
142,3.295698135549372,1.00230703125,76.83000430908203,93.76800593261719,0.825703125,80.28600457763672,95.41800498046875
143,3.362792630629106,0.9856875,76.86600460205078,93.92600512695313,0.82465546875,80.27400441894531,95.39600529785156
144,3.272508417476307,0.9842859375,76.80400385742188,93.80200551757812,0.8231421875,80.30800500488282,95.42600522460937
145,3.2101355249231514,0.9768359375,76.97600441894531,93.89200483398437,0.8219734375,80.27200559082031,95.47200559082032
146,3.358841809359464,0.962659375,77.07600402832031,93.99800581054687,0.82093125,80.2920052734375,95.46800554199218
147,3.2907179442319,1.01539140625,77.03000412597656,93.91800573730468,0.81957109375,80.38400467529297,95.46800524902343
148,3.2448327888141977,0.96690625,77.22000528564453,94.02000502929687,0.81880859375,80.42600479736328,95.44600549316407
149,3.26345273364674,0.97883984375,77.12400469970703,94.11400578613281,0.8173625,80.4640048461914,95.43800556640625
150,3.1890231999483976,0.9585875,77.30800446777344,94.22600607910157,0.81600234375,80.45200509033204,95.44600581054688
151,3.1631948080929844,0.98475625,77.18200469970704,94.00400571289063,0.8150109375,80.4880048461914,95.50800532226563
152,3.2085781227458607,0.96642421875,76.93000487060547,94.18400505371093,0.813296875,80.47400457763672,95.52200502929688
153,3.2498806043104693,0.93947421875,77.45600430908203,94.272005859375,0.81209296875,80.510005078125,95.54200544433594
154,3.2111917929215865,0.9665875,77.38200469970702,94.23200539550781,0.81088125,80.56000418701171,95.60200544433594
155,3.1528285460038616,0.9807703125,77.72000417480469,94.12200607910157,0.8093671875,80.69400457763672,95.60400451660156
156,3.1984885735945268,0.95351953125,77.48200439453124,94.14200520019531,0.8074640625,80.70800452880859,95.61600473632812
157,3.2320369373668325,0.94859140625,77.50200416259766,94.32400505371093,0.8062125,80.65600443115234,95.62600483398438
158,3.1710693229328504,0.97373828125,77.32800467529297,94.22400539550782,0.804753125,80.73600480957032,95.65200532226562
159,3.152546032992276,0.96095859375,77.34600466308594,94.19600544433594,0.8040328125,80.74800476074219,95.64800510253906
160,3.224723061648282,0.91872265625,77.88400440673828,94.5500052734375,0.8023390625,80.81800540771485,95.64800502929687
161,3.1892798683860084,0.9326640625,77.63600446777343,94.36800534667968,0.8010703125,80.79000565185547,95.650005078125
162,3.1399074251001533,1.00425078125,77.5580052734375,94.32600615234375,0.7995,80.84000549316406,95.67000554199218
163,3.235643768310547,0.94235390625,77.8580049194336,94.4420056640625,0.7982375,80.88200517578125,95.7000048828125
164,3.192333477193659,0.97331796875,77.66000437011719,94.37200544433594,0.79690703125,80.90200524902343,95.74000544433594
165,3.139124194058505,0.94509765625,78.09000416259765,94.43000517578125,0.79543203125,80.96000443115234,95.8020053955078
166,3.0982027834111996,0.99460625,77.94000466308594,94.38000541992187,0.79442890625,80.98400526123046,95.81400502929688
167,3.1593090317466044,0.92784140625,78.41800524902344,94.52000590820313,0.79260703125,81.07600463867188,95.80200561523438
168,3.111516163565896,0.9599171875,78.12000456542968,94.56600517578126,0.790878125,81.08800500488282,95.81200522460938
169,3.1436594702980734,0.91466953125,78.26800513916015,94.48600493164062,0.78986015625,81.17200502929687,95.82200556640625
170,3.180985351042314,0.94755078125,78.29200476074219,94.59200563964843,0.78866328125,81.20200521240234,95.85400529785156
171,3.1520759322426537,0.906696875,78.60400495605468,94.66600617675782,0.78772421875,81.16000499267578,95.89200576171875
172,3.158647246794267,0.9529609375,78.08200456542968,94.65600522460937,0.7864515625,81.21400458984375,95.88400529785156
173,3.094408382068981,0.9017953125,78.37200487060547,94.8160057861328,0.785384375,81.27000444335937,95.90800544433594
174,3.1092732299457895,0.9414265625,78.45400484619141,94.66000593261718,0.7843890625,81.28000483398438,95.90000549316406
175,3.139409147609364,0.96597890625,78.37000455322266,94.5920060546875,0.7834828125,81.36800515136719,95.94000502929687
176,3.074368195100264,0.927125,78.44200440673828,94.62600593261719,0.78270390625,81.34600490722656,95.95400593261719
177,3.1035580418326636,0.9092921875,78.6220042602539,94.66000505371093,0.7818390625,81.28600498046875,95.91600568847656
178,3.172031849080866,0.9707140625,78.36400450439453,94.63800554199219,0.78152578125,81.3400051513672,95.91400559082031
179,3.115329764106057,0.9284734375,78.76200495605468,94.76800549316407,0.78034140625,81.32800511474609,95.91800498046875
180,3.100712932239879,0.8981046875,78.71200452880859,94.75200627441406,0.77894921875,81.35000444335938,95.936005859375
181,3.0415763594887473,0.951625,78.6880047241211,94.82200561523437,0.77756875,81.4360052734375,95.954005859375
182,3.1415243365547876,0.90940234375,78.74600520019531,94.84800544433594,0.77636796875,81.47600485839844,95.95000544433594
183,3.071396680311723,0.9456875,78.72200483398437,94.77200578613281,0.77454375,81.4780048828125,96.01600500488281
184,3.025981738350608,0.89378046875,78.65400434570313,94.76200559082031,0.77381953125,81.55200500488282,96.01000559082031
185,3.067948514764959,0.890615625,78.9800042602539,94.81000563964844,0.7726875,81.55600483398437,96.00400581054687
186,3.146649885177612,0.90001796875,79.03800494384765,94.77000571289062,0.7716,81.62200467529297,96.01800583496093
187,3.144904938611117,0.92426640625,78.9300049194336,94.90800583496093,0.77009375,81.67800466308594,96.00400578613281
188,3.010249142213301,0.88801015625,79.0480047241211,94.90800581054687,0.76890703125,81.70200439453124,96.04400590820312
189,3.0223013574426822,0.91628203125,79.26800457763672,94.92800588378907,0.7677859375,81.76200520019532,96.06200568847656
190,3.028684204274958,0.89055546875,79.35200427246093,95.0320056640625,0.7664984375,81.73400515136719,96.06200576171875
191,3.057416296005249,0.88188203125,79.19600467529297,95.0040052734375,0.7656,81.8080053955078,96.06400600585937
192,3.065789539163763,0.90336484375,79.12600446777344,94.912005078125,0.76428984375,81.81200471191406,96.06600603027344
193,3.021745950525457,0.867459375,79.41800474853515,94.91200593261719,0.762978125,81.81600498046875,96.11000600585938
194,3.0541181564331055,0.88456171875,79.15200469970704,94.87000498046875,0.76180078125,81.83000480957031,96.08200551757812
195,3.091265531019731,0.88659609375,79.39600489501953,95.05800583496094,0.76071640625,81.92200478515625,96.06400537109376
196,3.065748167037964,0.88389765625,79.20000466308593,95.10600578613281,0.7603890625,81.90200456542969,96.08800537109374
197,3.0631149161945688,0.86070859375,79.44200424804687,95.13600556640625,0.76003984375,81.94000480957031,96.12200561523437
198,2.9481158126484264,0.8877421875,79.56400494384765,95.10800532226563,0.75892890625,81.97200495605469,96.15000544433593
199,3.0188360821117053,0.8553109375,79.60000441894532,95.26200554199218,0.75801484375,81.99600473632813,96.17000568847656
200,3.050743055343628,0.9206109375,79.32000443115234,95.03600541992188,0.75698046875,82.01600524902344,96.13400612792968
201,3.01764235496521,0.87918515625,79.8000040649414,95.20800532226562,0.756228125,82.08600517578125,96.15400593261718
202,2.946432685852051,0.87764375,79.7400052734375,95.2080055908203,0.75456015625,82.07200458984374,96.17200563964843
203,2.9608306841416794,0.9038140625,79.74600496826172,95.25600625,0.75326015625,82.13800502929688,96.18800544433594
204,2.9996208971196956,0.84793515625,79.9500044921875,95.27400549316407,0.75283671875,82.12800502929687,96.19200578613281
205,3.048092625357888,0.87336328125,79.78400457763672,95.21400571289062,0.75169765625,82.17400463867187,96.22400588378906
206,2.971098401329734,0.84390625,79.82200466308593,95.33400610351562,0.751735546875,82.196004296875,96.24200595703125
207,2.9463854789733888,0.84759453125,79.8000048828125,95.30800568847656,0.750426953125,82.21800493164062,96.24800595703125
208,2.9463870655406605,0.87860078125,80.02200437011719,95.236005078125,0.749946875,82.25600495605468,96.21800559082031
209,2.9635934482921256,0.85333984375,80.09600494384766,95.35600476074218,0.74888984375,82.26000485839843,96.27200576171875
210,2.915801698511297,0.8208953125,80.2940046508789,95.31200617675782,0.747984375,82.28400556640625,96.23600561523438
211,2.9267314780842173,0.8504359375,80.25200401611328,95.36800578613281,0.746675,82.30000451660156,96.25200563964843
212,2.9644182205200194,0.887721875,80.21800476074219,95.42000485839844,0.7464234375,82.35400522460938,96.25400549316406
213,2.9369281725449996,0.84011328125,80.27000495605469,95.34800561523437,0.7465078125,82.34600520019531,96.25400554199219
214,2.9663899725133724,0.83066171875,80.46600515136718,95.38800539550782,0.74540859375,82.40400500488282,96.22600534667968
215,2.9014115940440783,0.83696796875,80.54600516357422,95.49200529785156,0.74514140625,82.4420048828125,96.26200578613282
216,2.9162807681343774,0.8358671875,80.42200469970703,95.49600561523438,0.743996484375,82.50200541992187,96.27200549316406
217,2.8936032208529388,0.84994609375,80.42200424804687,95.40800495605468,0.743373046875,82.53600534667969,96.26000522460937
218,2.9106795917857777,0.81374609375,80.57200452880859,95.50000632324219,0.742209375,82.5720052734375,96.23600581054687
219,2.941466067054055,0.82570078125,80.66600521240234,95.62000524902344,0.74178359375,82.5040048828125,96.2420056640625
220,2.824234372919256,0.80800546875,80.67200458984375,95.60000571289062,0.74165859375,82.53200493164063,96.27200573730468
221,2.9131343408064407,0.86532421875,80.33400432128906,95.45000576171876,0.74071875,82.55200529785157,96.28000517578126
222,2.8928469137711956,0.8582546875,80.46600546875,95.47400522460937,0.74078046875,82.58800466308594,96.27800515136718
223,2.880896152149547,0.8397234375,80.60400534667968,95.54800534667969,0.740064453125,82.58200495605469,96.27800529785156
224,2.8504685531963,0.8136140625,80.8180047241211,95.61000573730469,0.740459375,82.58200451660156,96.23200532226562
225,2.8494191776622424,0.8140703125,80.83000471191406,95.53600563964844,0.7396234375,82.56600517578126,96.2600056640625
226,2.8467103264548563,0.82451796875,80.76400561523438,95.59400556640625,0.740156640625,82.58400546875,96.29400578613281
227,2.8559440569444137,0.7958484375,81.0760046875,95.76200559082031,0.740345703125,82.62800495605468,96.2780056640625
228,2.8155902559107,0.823396875,80.88400534667969,95.60000512695312,0.738766015625,82.65800485839844,96.29000632324218
229,2.845019951733676,0.8382078125,81.01400493164063,95.62600612792968,0.73804453125,82.69800495605469,96.28400573730468
230,2.813078002496199,0.82438984375,81.1640048828125,95.61400515136718,0.7380625,82.7020046875,96.27400563964844
231,2.824393211711537,0.8059265625,80.92600532226562,95.66200595703125,0.7366625,82.72600505371094,96.29000576171875
232,2.8496143037622623,0.84231796875,81.07600537109376,95.74200583496093,0.736789453125,82.71600573730468,96.29000546875
233,2.86058855490251,0.84097890625,80.99000473632813,95.64200593261718,0.73653515625,82.720005078125,96.29000561523438
234,2.816250957142223,0.81257109375,81.21000446777344,95.70600559082031,0.735871484375,82.76400502929687,96.29600556640625
235,2.769557931206443,0.83054609375,81.15200476074219,95.65000529785156,0.7362203125,82.78800473632812,96.31600534667969
236,2.7538870334625245,0.7972234375,81.33000505371093,95.7940056640625,0.735553125,82.78200451660156,96.3440053955078
237,2.7205391146919946,0.83457578125,81.09000461425781,95.7140060546875,0.73572734375,82.76000554199219,96.342005078125
238,2.765747222033414,0.82475546875,81.13000529785157,95.67000534667969,0.7364875,82.75800483398437,96.35400559082031
239,2.700138720599088,0.84616875,81.13000446777343,95.73800520019532,0.73678203125,82.81600444335938,96.34200541992188
240,2.7197807268662886,0.79434921875,81.39200510253906,95.74400541992188,0.736046875,82.84800466308593,96.34000554199218
241,2.712831956690008,0.8020046875,81.31200451660156,95.74000576171875,0.7361921875,82.892005078125,96.30800544433593
242,2.7447728807275946,0.7950265625,81.50400510253907,95.802005859375,0.73643828125,82.92400498046875,96.33200588378907
243,2.7821682843295013,0.805766796875,81.51800495605468,95.83000544433594,0.736608203125,82.9360046875,96.34200549316407
244,2.6923947854475543,0.8047203125,81.47600466308593,95.79800625,0.73698125,82.92600437011718,96.34200541992188
245,2.7301321874965323,0.82165703125,81.36000441894531,95.78000515136719,0.738113671875,82.9460044921875,96.35000551757813
246,2.818238557468761,0.80871875,81.40800495605468,95.85800559082031,0.7371578125,82.93600505371094,96.33000600585937
247,2.6734303864565763,0.794830859375,81.68000498046875,95.82800510253907,0.737986328125,82.87600490722656,96.32600603027343
248,2.744088129563765,0.797790625,81.70000490722656,95.8360055419922,0.73834453125,82.86000456542969,96.32400578613282
